"","ID","Gender","Other.Gender","Age","Nationality","College","Year.of.Study","Level.of.Study","Subject","Specialist","Voluntary","Statistics","Mathematics","Highest.Qual","Other.Qual","Qual.Grade","Anxiety.Level","Anxiety.Aspects","Anxiety.Effects","Effects.Aspects","Anxiety.Prevent","Prevent.Aspects","SE1","SE2","SE3","SE4","SE5","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q20","Q21","Q22","Q23","Course","Time","Reduce.Anxiety","End.Type","Effect.Had","SE.mean","SE","SA.mean","SA","SA.Subscale1.mean","SA.Subscale1","SA.Subscale2.mean","SA.Subscale2","SA.Subscale3.mean","SA.Subscale3","Exam","GPA","Grade"
"113",205,"Male",NA,"18","British/Irish","STEM","Year 1","Pre-honours","Computing Science","Non-Specialist","Voluntary","0","0","Higher_School & University",NA,"A",2,"The pace at which you go through content with little practise on questions.","Decrease","Learning more content in statistics will make me more comfortable approaching it in the future.","No",NA,3,3,3,2,3,3,3,5,3,2,1,1,3,1,2,2,1,2,4,2,4,3,1,3,3,2,2,3,"Course 1","Start",NA,NA,NA,2.8,14,2.434782609,56,2.375,19,2,22,3.75,15,53.5,13,"C2"
"114",130,"Male",NA,"19","Other European","STEM","Year 1","Pre-honours","Molecular &amp; Cellular Biology","Non-Specialist","Voluntary","0","0","Higher_School & University","Romanian Baccalaureate Diploma in Mathematics","9.7/10",1,NA,"Decrease","Better understanding of statistical concepts , learning how to use R.","No",NA,3,3,4,4,3,3,2,3,1,2,4,4,2,1,1,1,2,2,2,2,3,1,2,3,2,1,3,2,"Course 1","Start",NA,NA,NA,3.4,17,2.130434783,49,1.875,15,2.090909091,23,2.75,11,75,15,"B3"
"115",101,"Female","Zoe Raffan","17","British/Irish","STEM","Year 1","Pre-honours","Physics and Maths","Specialist","Voluntary","0","1","Higher_School & University",NA,"B",2,"New subject never studied in highschool","Dont know",NA,"Yes","Not revising possibly",3,2,4,1,1,3,3,5,2,4,2,3,4,1,4,4,4,4,1,4,4,3,4,1,2,4,4,2,"Course 1","Start",NA,NA,NA,2.2,11,3.130434783,72,3.625,29,2.818181818,31,3,12,77,19,"A4"
"116",167,"Male",NA,"18","Other European","STEM","Year 1","Pre-honours","Mathematics &amp; Economics","Specialist","Voluntary","0","1","Higher_School & University",NA,"A",1,NA,"No effect",NA,"No",NA,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,"Course 1","Start",NA,NA,NA,4,20,1,23,1,8,1,11,1,4,51.5,13,"C2"
"117",60,"Female",NA,"19","British/Irish","STEM","Year 1","Pre-honours","Psychology","Non-Specialist","Voluntary","0","0","Higher_School & University",NA,"B",2,"The formulae and real life application of the work.","Dont know",NA,"No",NA,3,3,3,2,3,3,3,1,3,3,2,4,3,3,3,2,3,3,2,3,1,2,2,1,3,3,3,2,"Course 1","Start",NA,NA,NA,2.8,14,2.52173913,58,3,24,2.636363636,29,1.25,5,39.5,9,"D3"
"118",174.5,"Male",NA,"17","British/Irish","STEM",NA,"Honours","Finance and Maths","Specialist","Voluntary","0","1","Higher_School & University",NA,"B",3,"No aspects in particular, solely as a result of not having studied any Statistics before.","Decrease",NA,"No",NA,3,3,4,3,3,4,2,1,4,2,3,2,4,1,5,3,2,2,1,5,1,2,2,2,2,3,5,2,"Course 1","Start",NA,NA,NA,3.2,16,2.608695652,60,4,32,2,22,1.5,6,65,17,"B1"
"119",284.5,"Female",NA,"21","Other European","STEM","Year 1","Pre-honours","Maths and computing science","Specialist","Voluntary","0","1","Higher_School & University",NA,"B",3,NA,"Increase",NA,"Don't know",NA,3,3,3,3,3,4,4,5,4,5,3,4,5,3,5,4,4,5,5,5,5,3,4,4,3,3,5,4,"Course 1","Start",NA,NA,NA,3,15,4.173913043,96,4.5,36,3.818181818,42,4.5,18,47,13,"C2"
"120",249,"Female",NA,"18","Other European","STEM","Year 1","Pre-honours","Finance &amp; Maths","Specialist","Voluntary","0","1","Higher_School & University",NA,"C",2,"Nothing in particular, just anxious because i dont understand it much.","Increase","Tests, exams etc","Yes","Dont want to revise when i dont understand things",3,2,3,1,2,4,4,4,2,5,2,4,5,3,5,3,3,4,4,5,4,3,3,4,3,4,4,4,"Course 1","Start",NA,NA,NA,2.2,11,3.739130435,86,4.125,33,3.363636364,37,4,16,NA,NA,NA
"121",113.5,"Female",NA,"19","Other European","STEM","Year 1","Pre-honours","Computing Science/Mathematics","Specialist","Voluntary","0","1","Higher_School & University","Mathematics M1 Baccalaureate Diploma",NA,1,NA,"Decrease",NA,"No",NA,4,4,4,3,3,3,1,4,1,1,1,1,4,1,4,1,2,2,1,2,2,1,1,1,1,1,4,2,"Course 1","Start",NA,NA,NA,3.6,18,1.826086957,42,2.625,21,1.090909091,12,2.25,9,91,18,"A5"
"122",86.5,"Male",NA,"18","British/Irish","STEM","Year 1","Pre-honours","Maths and Statistics","Specialist","Voluntary","1","1","Higher_School & University",NA,"B",2,"New terminology.","Dont know",NA,"No",NA,3,3,4,4,4,2,1,1,1,1,1,2,3,1,3,2,2,1,2,2,1,5,1,1,2,2,1,2,"Course 1","Start",NA,NA,NA,3.6,18,1.739130435,40,1.875,15,1.818181818,20,1.25,5,65,17,"B1"
"123",54,"Female",NA,"19","British/Irish","STEM","Year 1","Pre-honours","Geography and Statistics","Specialist","Voluntary","1","0","Higher_School & University",NA,"A",2,"Analysis and methods rather then probability.","Decrease","I like statistics and the more i learn the more i like it and the less worried about failing the course i will be.","No",NA,3,3,4,3,4,2,1,1,3,3,1,5,3,2,4,2,4,3,1,3,1,1,3,1,4,1,4,1,"Course 1","Start",NA,NA,NA,3.4,17,2.347826087,54,2.875,23,2.454545455,27,1,4,86.5,21,"A2"
"124",58,"Male",NA,"19","Other",NA,"Year 1","Pre-honours","Computer Science","Non-Specialist","Voluntary","0","0","Higher_School & University",NA,"A",2,NA,"Decrease",NA,"No",NA,4,2,4,4,3,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Course 1","Start",NA,NA,NA,3.4,17,1,23,1,8,1,11,1,4,84,21,"A2"
"125",47.5,"Male",NA,"19","British/Irish","STEM","Year 2","Pre-honours","Psychology","Non-Specialist","Voluntary","0","0","Higher_School & University",NA,"A",5,"Anxious may be the wrong word, I am not a very neurotic person. But I think that I am worried about how well I will do in this course, but not really because of stats itself, moreso due to external factors in my life.","No effect",NA,"No",NA,4,2,4,4,2,3,2,1,4,1,1,5,4,1,3,2,4,1,2,4,1,2,2,1,2,1,3,1,"Course 1","Start",NA,NA,NA,3.2,16,2.217391304,51,2.875,23,2.181818182,24,1,4,NA,NA,"MV"
"126",111.5,"Male",NA,"19","British/Irish","STEM","Year 1","Pre-honours","Computer Science","Non-Specialist","Voluntary","0","0","Higher_School & University",NA,"A A",1,NA,"Dont know",NA,"No",NA,3,3,4,3,3,2,4,4,3,3,4,4,3,5,4,2,3,3,2,4,2,2,1,2,3,1,4,3,"Course 1","Start",NA,NA,NA,3.2,16,2.956521739,68,3,24,3,33,2.75,11,81.5,20,"A3"
"127",303,"Female",NA,"22+","Other","STEM","Year 3","Hounours","Earth and Environmental Science","Non-Specialist","Voluntary","0","0","Higher_School & University",NA,"73",4,"Using R Studio","Decrease","Exposure to computer software will hopefully decrease anxiety towards it","Don't know",NA,3,3,4,2,2,3,3,4,1,1,1,4,5,1,3,3,5,4,4,5,4,2,4,3,1,1,1,2,"Course 1","Start",NA,NA,NA,2.8,14,2.826086957,65,2.875,23,2.636363636,29,3.25,13,38.5,10,"D2"
"128",306.5,"Female",NA,"18","British/Irish","STEM","Year 1","Pre-honours","Mathematics","Specialist","Voluntary","0","1","Higher_School & University",NA,"N/A",2,"Forgetting earlier material as the course progresses","Decrease",NA,"No",NA,3,3,3,3,4,5,1,4,1,1,1,4,4,1,1,1,3,2,1,1,4,1,2,3,2,1,4,3,"Course 1","Start",NA,NA,NA,3.2,16,2.217391304,51,2.375,19,1.636363636,18,3.5,14,88.5,20,"A3"
"129",228.5,"Female",NA,"22+","British/Irish","STEM","Year 1","Pre-honours","Mathematics","Specialist","Voluntary","0","1","Higher_School & University",NA,"A",3,"Having to work with large data sets.","Increase","The unfamiliar terms and ways of working.","Don't know",NA,3,3,4,3,3,5,3,3,5,2,2,3,4,1,4,4,4,3,4,5,3,4,4,2,2,3,4,3,"Course 1","Start",NA,NA,NA,3.2,16,3.347826087,77,4.125,33,3,33,2.75,11,72,19,"A4"
"130",84.5,"Female",NA,"17","British/Irish","STEM","Year 1","Pre-honours","Geography","Non-Specialist","Voluntary","0","0","Higher_School & University",NA,"A",4,"No not really just scared that I fall behind.","Dont know",NA,"No","No I think it will make me more motivated to look over my notes and try to keep up with the rest of the class.",2,2,3,2,2,4,3,5,2,3,3,4,5,1,2,2,4,5,4,4,5,1,2,2,2,1,5,3,"Course 1","Start",NA,NA,NA,2.2,11,3.130434783,72,3.5,28,2.636363636,29,3.75,15,27.5,7,"E2"
"131",282,"Male",NA,"20","Other European","STEM","Year 1","Pre-honours","Computing","Non-Specialist","Voluntary","0","0","Higher_School & University","Slovak Maturita in Mathematics(idk the equivalent)","1",1,NA,"No effect",NA,"No",NA,4,3,4,4,4,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,"Course 1","Start",NA,NA,NA,3.8,19,1.086956522,25,1,8,1.090909091,12,1.25,5,85,19,"A4"
"132",291,"Female",NA,"21","Other","STEM","Year 1","Pre-honours","Zoology","Non-Specialist","Voluntary","0","0","Higher_School & University","AP level Statistics","04-May",2,"How it will be assessed here in Scotland in comparison to America","Increase","I have a general grasp of statistics but I am worried about the exam reflecting my knowledge accurately","Don't know",NA,3,3,3,4,3,5,2,3,2,2,2,2,5,1,5,1,3,4,1,5,4,4,4,2,3,2,4,1,"Course 1","Start",NA,NA,NA,3.2,16,2.913043478,67,4,32,2.272727273,25,2.5,10,88.5,21,"A2"
"133",153.5,"Female",NA,"18","British/Irish","STEM","Year 1","Pre-honours",NA,"Non-Specialist","Voluntary","0","0","Higher_School & University",NA,"A",3,"Understanding the basics of probability having not studied it before given that others have.","Dont know",NA,"Don't know",NA,4,3,3,3,4,3,2,4,2,NA,1,3,4,3,3,2,3,3,NA,4,4,3,2,2,2,2,2,3,"Course 1","Start",NA,NA,NA,3.4,17,2.714285714,62.42857143,2.875,23,2.333333333,25.66666667,3.25,13,78.5,19,"A4"
"134",299,"Female",NA,"21","Chinese","STEM","Year 2","Pre-honours","psychology","Non-Specialist","Voluntary","0","0","Higher_School & University",NA,"distinction (80/100)",1,NA,"No effect",NA,"No",NA,4,3,4,3,4,2,2,2,2,1,1,1,2,1,2,1,1,2,1,2,2,1,2,2,1,1,2,1,"Course 1","Start",NA,NA,NA,3.6,18,1.52173913,35,1.875,15,1.181818182,13,1.75,7,50,13,"C2"
"135",244,"Female",NA,"19","Other","STEM","Year 1","Pre-honours","Biochemistry","Non-Specialist","Voluntary","0","0","Higher_School & University",NA,"A",3,"I can vaguely grasp the concept but I cannot express them using mathematics expression","Dont know","I think it will decrease my anxiety once I understand the concept but it will increase if I continue to not understand. I think under performing in assessments will increase my anxiety as I do want to understand the concept.","No",NA,3,3,3,3,3,4,4,4,3,3,3,3,5,1,4,NA,3,3,3,4,4,2,4,1,2,2,3,1,"Course 1","Start",NA,NA,NA,3,15,3,69,3.5,28,2.8,30.8,2.5,10,92,22,"A1"
"136",208,"Male",NA,"22+","Other European","STEM","Year 1","Pre-honours","Computing Science","Non-Specialist","Voluntary","0","0","Higher_School & University","4 Math Courses in former Studies","1.9",1,NA,"No effect",NA,"No",NA,4,4,4,3,3,1,1,2,1,2,1,3,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,"Course 1","Start",NA,NA,NA,3.6,18,1.304347826,30,1,8,1.363636364,15,1.75,7,84.5,21,"A2"
"137",275.5,"Male",NA,"17","Other European","STEM","Year 1","Pre-honours","Computing science, Statistics","Specialist","Voluntary","1","0","Higher_School & University",NA,"A*",2,NA,"Dont know",NA,"No",NA,3,3,3,3,3,3,2,1,1,1,2,1,3,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,"Course 1","Start",NA,NA,NA,3,15,1.347826087,31,1.75,14,1.181818182,13,1,4,92,22,"A1"
"138",188.5,"Female",NA,"18","British/Irish","STEM","Year 1","Pre-honours","Maths and finance","Specialist","Voluntary","0","1","Higher_School & University",NA,"b",3,NA,"Increase","procrastinating revision","Yes","skip lectures, pu off homework less revsion",3,3,3,1,3,3,2,NA,3,1,2,5,4,1,4,5,1,5,1,5,4,1,2,3,4,3,1,1,"Course 1","Start",NA,NA,NA,2.6,13,2.772727273,63.77272727,3.5,28,2.272727273,25,2.666666667,10.66666667,63,16,"B2"
"139",226.5,"Male",NA,"18","British/Irish","STEM","Year 1","Pre-honours","Mathematics &amp; Statistics","Specialist","Voluntary","1","1","Higher_School & University",NA,"A",5,"Fear of the unknown","Dont know",NA,"No",NA,3,2,2,3,1,4,4,5,4,4,4,5,5,4,5,4,4,5,4,5,4,3,NA,NA,3,2,3,4,"Course 1","Start",NA,NA,NA,2.2,11,4.047619048,93.0952381,4.125,33,3.9,42.9,4.333333333,17.33333333,71,19,"A4"
"140",172.5,"Male",NA,"18","British/Irish","STEM","Year 1","Pre-honours","Statistics and Economics","Specialist","Voluntary","1","0","Higher_School & University",NA,"A",1,NA,"No effect",NA,"No",NA,3,4,4,3,3,3,2,4,1,1,1,1,2,1,4,1,2,1,1,2,4,2,1,1,1,1,3,1,"Course 1","Start",NA,NA,NA,3.4,17,1.782608696,41,2.125,17,1.272727273,14,2.5,10,86.5,21,"A2"
"141",203,"Male",NA,"18","British/Irish","STEM","Year 1","Pre-honours","Computing Science","Non-Specialist","Voluntary","0","0","Higher_School & University",NA,"B",2,NA,"Decrease",NA,"No",NA,3,3,4,2,3,3,3,1,2,2,1,3,4,1,3,2,2,5,4,3,1,2,1,1,2,1,3,2,"Course 1","Start",NA,NA,NA,3,15,2.260869565,52,3,24,2.090909091,23,1.25,5,60.5,16,"B2"
"142",301,"Male",NA,"20","Other","STEM","Year 3","Hounours","Engineering","Non-Specialist","Voluntary","0","0","Higher_School & University",NA,"B",1,NA,"No effect",NA,"No",NA,3,3,4,3,4,4,1,5,1,1,2,2,5,1,5,2,3,1,2,5,4,1,1,3,3,1,2,3,"Course 1","Start",NA,NA,NA,3.4,17,2.52173913,58,3,24,1.727272727,19,3.75,15,81,20,"A3"
"143",177.5,"Male",NA,"17","British/Irish","STEM","Year 1","Pre-honours","Computing Science","Non-Specialist","Voluntary","0","0","Higher_School & University",NA,NA,2,"No previous experience in statistics","Decrease",NA,"No",NA,3,4,4,3,3,2,3,2,1,3,2,4,4,3,2,2,1,2,2,2,1,3,3,1,3,1,5,1,"Course 1","Start",NA,NA,NA,3.4,17,2.304347826,53,2.375,19,2.636363636,29,1.25,5,77,20,"A3"
"144",168.5,"Female",NA,"19","British/Irish","STEM","Year 1","Pre-honours","Mathematics","Specialist","Voluntary","0","1","Higher_School & University",NA,"A",2,NA,"No effect",NA,"No",NA,3,3,3,3,4,3,1,2,3,3,2,2,3,1,1,1,2,1,1,3,2,1,1,1,1,2,3,1,"Course 1","Start",NA,NA,NA,3.2,16,1.782608696,41,2.375,19,1.454545455,16,1.5,6,61.5,12,"C3"
"145",56.5,"Female",NA,"18","British/Irish","STEM","Year 1","Pre-honours","Maths &amp; Finance","Specialist","Voluntary","0","1","Higher_School & University",NA,"A",4,"Don&#039;t understand most of it","Dont know",NA,"No",NA,3,3,3,3,3,4,1,4,4,3,1,2,5,1,4,2,1,2,1,5,3,2,1,2,1,2,1,1,"Course 1","Start",NA,NA,NA,3,15,2.304347826,53,3.375,27,1.454545455,16,2.5,10,69,18,"A5"
"146",278,"Male",NA,"22+","British/Irish","STEM","Year 1","Pre-honours","Maths","Specialist","Voluntary","0","1","Higher_School & University",NA,"A",1,NA,"No effect",NA,"No",NA,4,4,4,4,4,2,2,3,1,1,1,3,3,1,2,3,1,2,4,2,3,1,1,3,1,1,1,2,"Course 1","Start",NA,NA,NA,4,20,1.913043478,44,1.75,14,1.727272727,19,2.75,11,48,13,"C2"
"147",41.5,"Male",NA,"20","Chinese","STEM","Year 2","Pre-honours","statistics","Specialist","Voluntary","1","0","Higher_School & University",NA,NA,2,"Some  theorem makes me feel confused and the practice is not enough.","Dont know",NA,"Don't know",NA,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,"Course 1","Start",NA,NA,NA,3,15,2.086956522,48,2.125,17,2.090909091,23,2,8,62,14,"C1"
"148",99,"Male",NA,"18","Other","STEM","Year 3","Hounours","Biomedical Engineering","Non-Specialist","Non-voluntary","0","0","Higher_School & University",NA,"A1",1,NA,"No effect",NA,"No",NA,4,4,4,4,4,2,1,1,1,1,1,2,3,1,3,1,3,2,2,3,1,1,1,2,1,1,1,1,"Course 2","Start",NA,NA,NA,4,20,1.565217391,36,2,16,1.363636364,15,1.25,5,99.16666667,22,"A1"
"149",45,"Male",NA,"20","Other","STEM","Year 3","Hounours","Biomedical","Non-Specialist","Non-voluntary","0","0","Higher_School & University",NA,"D3",4,"Probability and sample population","Dont know","-","No",NA,3,3,4,2,3,4,1,4,4,4,3,2,5,1,3,4,1,3,2,2,3,1,1,3,3,1,2,1,"Course 2","Start",NA,NA,NA,3,15,2.52173913,58,3,24,2.090909091,23,2.75,11,49.16666667,12,"C3"
"150",106,"Male",NA,"22+","Chinese","STEM","Masters year","Masters","Sustainable water environment","Non-Specialist","Non-voluntary","0","0","Higher_School & University",NA,"80 above",1,"no","No effect",NA,"No",NA,3,3,3,2,3,4,3,1,1,2,2,1,2,1,1,2,1,3,1,2,1,1,2,1,1,1,4,1,"Course 2","Start",NA,NA,NA,2.8,14,1.695652174,39,2.25,18,1.545454545,17,1,4,70.83333333,18,"A5"
"151",10,"Female",NA,"21","British/Irish","STEM","Year 3","Hounours","Biomedical Engineering","Non-Specialist","Non-voluntary","0","0","Higher_School & University",NA,"C",2,"I understand the initial topics but have always struggled a little with fully understanding probability.","Dont know",NA,"No",NA,3,2,4,3,3,5,1,1,3,1,1,3,5,1,2,2,1,1,1,1,1,1,1,1,2,1,2,1,"Course 2","Start",NA,NA,NA,3,15,1.695652174,39,2.5,20,1.363636364,15,1,4,54.16666667,14,"C1"
"152",30,"Male",NA,"20","British/Irish","STEM","Year 3","Hounours","Biomedical engineering","Non-Specialist","Non-voluntary","0","0","Higher_School & University",NA,"A4",2,"Its not specific parts of the course I feel anxious towards completing assignments quick enough that it doesn&#039;t cause a work pile up","No effect",NA,"No",NA,3,2,3,4,3,2,3,5,2,2,2,4,2,2,5,3,3,5,3,5,5,2,5,5,2,1,5,2,"Course 2","Start",NA,NA,NA,3,15,3.260869565,75,3.375,27,2.818181818,31,4.25,17,85,21,"A2"
"153",288,"Male",NA,"22+","Other European","STEM","Masters year","Masters","Sustainable Water Environments","Non-Specialist","Non-voluntary","0","0","Higher_School & University",NA,"D",2,"Underperforming, as, there is more &#039;theory&#039; than I&#039;ve studied before; a lot of it is relatively similar to A-Levels.","No effect",NA,"Yes","Missing lectures may make me feel as if I&#039;m behind sometimes",3,3,4,3,4,2,2,1,1,1,2,2,2,1,3,1,2,2,2,3,2,1,1,1,1,1,2,1,"Course 2","Start",NA,NA,NA,3.4,17,1.608695652,37,2,16,1.454545455,16,1.25,5,67.5,18,"A5"
"154",23,"Female",NA,"20","British/Irish","STEM","Year 3","Hounours","Biomedical Engineering","Non-Specialist","Non-voluntary","0","0","Higher_School & University",NA,NA,3,NA,"Decrease","Decrease - Good teaching","Don't know",NA,3,3,3,2,2,4,2,3,4,3,2,1,4,1,3,4,NA,2,2,4,3,1,4,3,3,2,2,2,"Course 2","Start",NA,NA,NA,2.6,13,2.681818182,61.68181818,3.125,25,2.3,25.3,2.75,11,NA,NA,NA
"155",28,"Female",NA,"20","British/Irish","STEM",NA,"","Biomedical Engineering","Non-Specialist","Non-voluntary","0","0","Higher_School & University",NA,"C",2,"Lots of terms to learn","Decrease","Hopefully i will understand statistics more after this course and therefore decrease anxiety","Yes","Avoiding revising",3,3,4,3,4,2,2,3,2,2,1,1,2,2,3,3,3,3,3,4,4,3,2,2,2,2,3,1,"Course 2","Start",NA,NA,NA,3.4,17,2.391304348,55,2.625,21,2.181818182,24,2.5,10,78.33333333,19,"A4"
"156",26,"Female",NA,"20","British/Irish","STEM","Year 3","Hounours","Biology","Non-Specialist","Non-voluntary","0","0","Higher_School & University",NA,NA,1,NA,"No effect",NA,"No",NA,3,2,3,3,3,3,2,4,2,2,2,3,5,1,4,2,3,4,3,4,3,1,3,1,3,1,3,1,"Course 2","Start",NA,NA,NA,2.8,14,2.608695652,60,3.25,26,2.272727273,25,2.25,9,71.66666667,18,"A5"
"157",294,"Female",NA,"22+","Other","STEM","Masters year","Masters","Biomedical Engineering","Non-Specialist","Non-voluntary","0","0","Higher_School & University",NA,"96",1,NA,"No effect",NA,"No",NA,4,3,4,4,3,1,1,1,3,2,1,3,4,1,1,2,4,3,3,5,1,1,5,1,2,1,5,1,"Course 2","Start",NA,NA,NA,3.6,18,2.260869565,52,2.875,23,2.272727273,25,1,4,61.66666667,16,"B2"
"158",19,"Male",NA,"20","British/Irish","STEM","Year 3","Hounours","Biomedical Engineering","Non-Specialist","Non-voluntary","0","0","Higher_School & University",NA,"C",3,NA,"No effect",NA,"No",NA,3,2,3,3,3,3,1,2,2,1,1,2,4,1,3,1,2,2,3,4,2,3,1,1,2,2,1,1,"Course 2","Start",NA,NA,NA,2.8,14,1.956521739,45,2.625,21,1.636363636,18,1.5,6,68.33333333,17,"B1"
"159",119,"Female",NA,"22+","Chinese","STEM","Year 1","","MSc in Sustainable Water Environments","Non-Specialist","Non-voluntary","0","0","Lower_School & None",NA,NA,5,"Some formulas are very difficult, and it is difficult for me to relate them to actual problems.","Decrease","When explaining the examples of practical applications, there are more detailed explanations.","No",NA,1,3,4,1,3,5,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Course 2","Start",NA,NA,NA,2.4,12,3.043478261,70,3.25,26,3,33,2.75,11,82.5,20,"A3"
"160",257,"Female",NA,"22+","Chinese",NA,"Masters year","Masters","Sustainable Water Environment","Non-Specialist","Non-voluntary","0","0","Higher_School & University",NA,NA,5,"After lecture still need many time to review.","No effect","More seminar time.","No",NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"Course 2","Start",NA,NA,NA,2,10,2,46,2,16,2,22,2,8,71.66666667,19,"A4"
"161",287,"Female",NA,"22+","British/Irish","STEM","Masters year","Masters","Sustainable Water Environments","Non-Specialist","Non-voluntary","0","0","Lower_School & None",NA,"B",2,"Probability","Decrease","Workshops","No",NA,3,3,4,3,4,3,2,1,1,NA,1,3,3,1,2,3,1,1,1,2,1,1,1,1,1,1,1,1,"Course 2","Start",NA,NA,NA,3.4,17,1.5,34.5,1.75,14,1.5,16.5,1,4,53.33333333,13,"C2"
"162",300,"Male",NA,"22+","Other","STEM","Masters year","Masters","Biomedical Engineering","Non-Specialist","Non-voluntary","0","0","Higher_School & University",NA,"90/100",1,NA,"No effect",NA,"No",NA,3,4,4,4,4,2,1,1,1,1,1,2,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,"Course 2","Start",NA,NA,NA,3.8,19,1.217391304,28,1.375,11,1.181818182,13,1,4,66.66666667,17,"B1"
"163",302,"Female",NA,"22+","Other European","STEM","Masters year","Masters","Biomedical Engineering","Non-Specialist","Non-voluntary","0","0","Higher_School & University",NA,"09-Oct",1,NA,"No effect",NA,"No",NA,3,4,4,4,4,2,1,1,2,1,2,2,3,2,3,2,2,3,3,3,2,2,2,2,2,1,2,1,"Course 2","Start",NA,NA,NA,3.8,19,2,46,2.375,19,1.909090909,21,1.5,6,90,22,"A1"
"164",14,"Female",NA,"20","British/Irish","STEM","Year 3","Hounours","Biomedical Engineering","Non-Specialist","Non-voluntary","0","0","Higher_School & University",NA,"D",2,"Reading the statistics tables.
Also remembering what all the symbols mean .","Dont know",NA,"Yes","I put reading through the chapters off because there&#039;s a lot of it.",3,2,4,3,3,5,4,2,4,3,3,3,5,3,5,4,4,4,2,4,3,4,5,4,3,1,5,2,"Course 2","Start",NA,NA,NA,3,15,3.565217391,82,4.125,33,3.454545455,38,2.75,11,51.66666667,13,"C2"
"165",8,"Male",NA,"22+","British/Irish","STEM",NA,"",NA,"Non-Specialist","Non-voluntary","0","0","Higher_School & University",NA,"A2",2,"I&#039;m just a bit overwhelmed with all the terminology and theory that I am not familiar with in the slightest.","Decrease","Once  I start doing past papers and tutorial questions, my knowledge and understanding will improve drastically and my reasons for being anxious will go.","No",NA,4,4,4,4,4,3,1,1,3,2,1,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,"Course 2","Start",NA,NA,NA,4,20,1.391304348,32,1.875,15,1.181818182,13,1,4,56.66666667,15,"B3"
"166",13,"Male",NA,"21","British/Irish","STEM","Year 3","Hounours","Biomedical Engineering","Non-Specialist","Non-voluntary","0","0","Higher_School & University",NA,"A",1,NA,"Decrease",NA,"No",NA,4,3,4,3,3,3,1,1,2,1,1,2,4,1,2,1,1,2,1,2,1,1,1,1,1,2,1,1,"Course 2","Start",NA,NA,NA,3.4,17,1.47826087,34,2.25,18,1.090909091,12,1,4,55,14,"C1"
"167",50,"Female",NA,"20","Other","STEM","Year 3","Hounours","Biomedical Engineering","Non-Specialist","Non-voluntary","0","0","Lower_School & None",NA,NA,5,"never understood them since highschool. Too many formulas and most of the time I don&#039;t get what they mean, not about the use of those equation is more about which values should I put in those variables. The problems are written and most of the time use the wrong number for a variable, it makes me anxious cause even if I read it 100 times I feel I just cant do it.","Dont know",NA,"Yes","just not as productive as I could be. As I am anxious I would probably not revise enough and just think about passing more than the benefits and use of this course",2,4,1,1,3,5,5,5,3,4,2,3,5,1,5,3,2,4,3,4,5,1,1,1,1,2,5,5,"Course 2","Start",NA,NA,NA,2.2,11,3.260869565,75,4.125,33,2.363636364,26,4,16,75,19,"A4"
"168",290,"Female",NA,"21","Other","STEM","Masters year","Masters","Biomedical Engineering","Non-Specialist","Non-voluntary","0","0","Higher_School & University",NA,"92/100",1,NA,"No effect",NA,"No",NA,4,3,4,3,3,1,1,1,2,1,2,3,4,2,3,2,2,3,3,4,1,1,3,1,2,1,4,1,"Course 2","Start",NA,NA,NA,3.4,17,2.086956522,48,2.75,22,2,22,1,4,70,19,"A4"
"169",31,"Male",NA,"20","British/Irish","STEM","Year 3","Hounours","Biomedical Engineering","Non-Specialist","Non-voluntary","0","0","Higher_School & University",NA,"A",3,NA,"Decrease",NA,"Don't know",NA,2,3,3,4,3,3,2,3,1,4,1,4,2,1,4,2,5,4,4,3,4,4,1,2,3,2,1,1,"Course 2","Start",NA,NA,NA,3,15,2.652173913,61,2.5,20,2.818181818,31,2.5,10,40,11,"D1"
"170",126,"Male",NA,"22+","Chinese","STEM","Year 1","","Sustainable Water Environment","Non-Specialist","Non-voluntary","0","0","Lower_School & None",NA,NA,5,"I&#039;m really not good at math","Decrease",NA,"No",NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Course 2","Start",NA,NA,NA,3,15,3,69,3,24,3,33,3,12,75,19,"A4"
